x0;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;Value of function
0.021007302361976555;681.6267608628384;76581.77365754142;2.816794741024572E10;13662.375967782267;1.215812869239425;8.113540737907762;0.9179307226920335;1.6504663022024721;9.235404075421922;0.0;8.524444970956881E13;0.28798347977974714;285.2645311177091;
0.023999830853134296;676.9940825446047;76377.74873687822;2.833042962730853E10;14842.149305348466;3.1276245634091957;8.862716317197695;0.7586898258498224;1.6042187505370438;9.217979361437946;0.0;8.487637036649903E13;0.3015936935978798;157.41209583666168;
0.02180138949307182;665.9493153775425;77075.91413737237;2.789903137443886E10;15912.567295461082;2.5093210059225317;10.691724178431166;0.8764805378573675;1.7987919420188376;9.081807844303343;0.0;8.547784671181712E13;0.37940238037976126;52.21048014924302;
0.02180138949307182;665.9493153775425;77075.91413737237;2.789903137443886E10;15912.567295461082;2.5093210059225317;10.691724178431166;0.8764805378573675;1.7987919420188376;9.081807844303343;0.0;8.547784671181712E13;0.37940238037976126;52.21048014924302;
0.02180138949307182;665.9493153775425;77075.91413737237;2.789903137443886E10;15912.567295461082;2.5093210059225317;10.691724178431166;0.8764805378573675;1.7987919420188376;9.081807844303343;0.0;8.547784671181712E13;0.37940238037976126;52.21048014924302;
0.02056873020913893;660.3490906928754;76933.61664991017;2.827097698624873E10;16186.488236118083;2.0867083737529564;11.616253857830683;0.9003967806911808;1.7339653976763751;9.065489100213881;0.0;8.623746358634403E13;0.3899968084042844;52.007108645376015;
0.02053955869893292;667.3019548646131;77020.53103584902;2.8418641490899307E10;15968.060321103741;1.7542887465736183;10.061585004154614;0.7604407885794265;1.7359004343809192;9.296367061330912;0.0;8.617116621538738E13;0.4031613850535272;51.599381419311335;
0.020357656550076098;664.8747957983925;77156.9139244285;2.8283481684476826E10;16137.213353386629;1.7700565160954236;10.513890315409741;0.796426859746983;1.7741849422673983;9.238842188599964;0.0;8.620601686390666E13;0.40943002081405033;51.20108763309017;
0.019806399682705443;665.7053574285657;77260.46490914086;2.8488895353253128E10;16056.574056773958;1.5985578025427771;10.673879957866424;0.7838236802238934;1.7396363364591485;9.254989213178934;0.0;8.667293169241297E13;0.4139378902104707;50.36325018865124;
0.016242604969008003;646.8961391993377;75478.90354625342;3.0479554620177055E10;15665.215782605677;1.2534769347159247;9.998393272147851;0.5668324290632665;0.7545661850245264;10.241754385451442;0.0;8.56987369262938E13;0.42648585991028337;49.84391439764562;
0.017683919088817616;656.6692805467908;76290.1288048905;2.97190984572767E10;15858.06947626581;1.328392924373519;9.93229932698258;0.6165120701351074;1.1696082413320732;9.894055267348433;0.0;8.609262058319072E13;0.4235390334668555;49.81616403061571;
0.016378644729557013;650.1969458959722;75687.85993995896;3.0432295928504963E10;15684.642980017545;1.2029291968167535;9.724820841413225;0.5415695069222766;0.8178356135179898;10.23899045611821;0.0;8.57998930323826E13;0.42754163519693056;49.597200188467134;
0.016378644729557013;650.1969458959722;75687.85993995896;3.0432295928504963E10;15684.642980017545;1.2029291968167535;9.724820841413225;0.5415695069222766;0.8178356135179898;10.23899045611821;0.0;8.57998930323826E13;0.42754163519693056;49.597200188467134;
0.01548604974878037;645.7048386646687;75280.50348568834;3.0938390161103477E10;15615.50426247323;1.1351796674936223;9.56589938915567;0.482621738144952;0.5740220278437871;10.488987187825115;0.0;8.556554736068503E13;0.43091637552507145;49.417928937785945;
0.01548604974878037;645.7048386646687;75280.50348568834;3.0938390161103477E10;15615.50426247323;1.1351796674936223;9.56589938915567;0.482621738144952;0.5740220278437871;10.488987187825115;0.0;8.556554736068503E13;0.43091637552507145;49.417928937785945;
0.015496471908216215;645.9647283249824;75292.92577400035;3.0930711039164368E10;15626.28987837543;1.1253314860333323;9.541745199677415;0.4816333732085119;0.5813703659214374;10.48783829327178;0.0;8.556374960045069E13;0.4311227339602761;49.395501055375256;
0.015003782774533129;643.1735561713024;75045.05361279126;3.121136800862858E10;15568.932061559988;1.0960125101111322;9.481403285936075;0.45263601592690583;0.4398904936829193;10.623401029059233;0.0;8.543074085504278E13;0.43237787485489615;49.3320762678191;
0.014824909791451032;642.1278782061019;74957.53202168085;3.130751101079271E10;15554.960455366927;1.0846472519615267;9.473102234627111;0.44377578119722305;0.3910965492277412;10.669169105082375;0.0;8.53840596338154E13;0.4330502968081476;49.31407540924167;
0.014492391789923545;640.3300054970304;74808.9661588497;3.149369065052251E10;15521.648887732974;1.049821580586429;9.398908178019518;0.42206830673172735;0.30048133523982273;10.764143944011883;0.0;8.52745448640542E13;0.4346366261990716;49.22293057179374;
0.014229578291491574;639.351590778741;74756.78553397911;3.161936177152683E10;15394.211686290995;1.034707237820772;9.36457836198561;0.41227740372087845;0.2460293475480343;10.806929762540104;0.0;8.525301082097184E13;0.4343596870397216;49.21392223183722;
0.013944300547921736;637.5579504113033;74598.87848244014;3.1782246992243996E10;15400.554217071318;1.0146760793178735;9.336200718379398;0.39475116970840274;0.16164865406146972;10.89213938673692;0.0;8.515468081413358E13;0.4360639669185357;49.163321550862584;
0.013757540776665333;636.7078402805516;74541.08051793654;3.1877728703170345E10;15347.632717808563;0.9980035061179285;9.304467386894911;0.3850024501454264;0.11655079496652518;10.933715605883222;0.0;8.512029562435019E13;0.43662452909022403;49.115963860047316;
0.013652487699062127;636.2055986794732;74501.19426063613;3.1933858653676052E10;15320.109044255558;0.9874741079463994;9.285341861621074;0.3794877172678558;0.0902004323227574;10.958701332156254;0.0;8.509635828726378E13;0.4367407086970741;49.088671961841676;
0.013436215083905835;635.0663313206736;74411.80583051637;3.204957549563449E10;15284.009702366828;0.9718677539505874;9.258740267140722;0.36787499130360435;0.03355686384820965;11.012432660598702;0.0;8.50439312172909E13;0.437578201739497;49.05093107238796;
0.013354836613295541;634.5380445726586;74362.75017903026;3.2096458867548565E10;15284.963387241456;0.9638554311505558;9.249906507346443;0.3629267177216808;0.00824491529783035;11.037458536719225;0.0;8.501693037584703E13;0.4377399483072349;49.03191120160785;
0.01323483100586466;633.8672922072316;74304.26282967976;3.216311884656415E10;15270.787167454051;0.9533033796682452;9.233818107071984;0.3561561287856789;-0.025676036078133666;11.070258678962372;0.0;8.498633429433133E13;0.4380224162547582;49.01353781057599;
0.013144467674871391;633.3558969932334;74262.80943769871;3.2211825095977787E10;15262.523343029616;0.9459446782220027;9.224466264820075;0.35103260488790106;-0.05033786994362092;11.09416207923465;0.0;8.496043864544756E13;0.43852081907626755;48.98761933370312;
0.013081861086192335;632.8490772208166;74221.03568048685;3.2250119429665585E10;15258.011965633701;0.9397118211904585;9.222768793411268;0.3474803103277082;-0.0716365059040878;11.114173440138712;0.0;8.493746632906898E13;0.4391738623404615;48.96210080648729;
0.013013130297376586;632.447994850969;74191.06461894095;3.2287745383207092E10;15249.988049202699;0.9304457445342382;9.212123340444005;0.3433927909283882;-0.09121133584530476;11.132840611260988;0.0;8.492283913943039E13;0.4393418566947745;48.94329528395272;
0.012986725273135647;632.2007686953444;74169.41056503027;3.230453065212996E10;15253.017801273085;0.927838042833581;9.213223797128522;0.3419562869921599;-0.10133406809140483;11.14257231511726;0.0;8.491130757337484E13;0.4399022755145141;48.92434561541415;
0.01284534397266112;631.3524413233808;74098.32850078616;3.238371094711938E10;15240.342419390478;0.9137162574058414;9.196177161747295;0.3336014383138636;-0.14226722856465687;11.18209041964268;0.0;8.487243321130142E13;0.4403167587426049;48.89107162992486;
0.012772445765787652;630.8677435858785;74057.41589765476;3.2425526606776363E10;15236.579717620007;0.9062941833235006;9.189700187024524;0.3293389213070952;-0.1646300127202413;11.203640800233282;0.0;8.485040655851478E13;0.44076035080162584;48.86744210088696;
0.012695552252307877;630.3047742227932;74012.55740690694;3.2471480783392975E10;15231.627196833146;0.898219562822297;9.183046012223844;0.3248546266866205;-0.18954807989068387;11.227218247087782;0.0;8.482434508052027E13;0.44169275976346417;48.834806052890535;
0.012625492078562969;629.8497385581719;73974.46613111519;3.251121383669451E10;15226.86889462266;0.8904053139388162;9.176289358685688;0.3207149156258574;-0.21073476292790053;11.247626059434666;0.0;8.480488129535989E13;0.4419282622664587;48.810737159464075;
0.012553582623907364;629.3895796863699;73935.93728001286;3.2552497608540413E10;15222.037625203775;0.8835157530486709;9.168307993418324;0.31651182774670317;-0.23241643651441063;11.26847103100329;0.0;8.47828430997533E13;0.4424457238416217;48.788485255265506;
0.012463177925071697;628.8229916624614;73888.23037377793;3.2603606389311855E10;15215.47348221489;0.8742086939068551;9.158241820044838;0.31116519209401233;-0.2591789998213055;11.294256110405785;0.0;8.475693299720073E13;0.4428320328803016;48.76118109621501;
0.012376054374609176;628.2770552194175;73842.36579142456;3.26530053569531E10;15209.187397931948;0.8653745020184485;9.148263415140844;0.30603620729866227;-0.285017486313439;11.319114474010501;0.0;8.473159443289725E13;0.44328723361973;48.73503408440802;
0.012321226431162095;627.9210455492654;73813.37862713034;3.2684828707472355E10;15203.663695743693;0.8593853660803283;9.141666223798035;0.3026749425170577;-0.3018725490172525;11.335220263455867;0.0;8.471579397143067E13;0.4436854179531401;48.71476502335462;
0.012237615498236463;627.3808755537636;73767.93726825937;3.273261735022356E10;15198.21680731515;0.851089348231774;9.133065883367882;0.297788472234289;-0.3270526978601253;11.359422005148502;0.0;8.469054614203117E13;0.4441758227250103;48.68839497156555;
0.012161207355358044;626.9145636559625;73728.88124262264;3.2775784647077133E10;15191.729886665706;0.8431867543894486;9.12343314321746;0.29320136783588346;-0.34950835275557063;11.38104859392221;0.0;8.466923212140888E13;0.44452359673872444;48.667706431859195;
0.012092354482271403;626.4769759618551;73692.55765992802;3.2814881756298977E10;15186.341963893456;0.8361178994682279;9.116246684818444;0.2891282212744748;-0.37009456090060233;11.400790483928008;0.0;8.4648951170771E13;0.44497320377112487;48.64411242094531;
0.012017505467810866;626.0060308347803;73653.2826402778;3.2857619507614628E10;15180.177939989107;0.8283706410988528;9.107254222256477;0.28464307213063483;-0.39247560797723624;11.42230260237642;0.0;8.462735202747498E13;0.44538674482431606;48.62197473383218;
0.01196805217438538;625.6947427351871;73627.39281299962;3.2885713292250877E10;15176.17375385869;0.8232655379907218;9.101707263802037;0.28169572041603036;-0.40722083996521835;11.436459396498458;0.0;8.461300210962989E13;0.445682879332635;48.6064628934971;
0.01192561808488145;625.4187363635479;73605.314943967;3.2910269323401928E10;15171.777426122402;0.8190513944668417;9.09653233377583;0.27912457733269447;-0.4201055665974924;11.448820546926344;0.0;8.459958752731814E13;0.4461006163518779;48.5855787556263;
0.011860963014171685;625.0130226080098;73571.17822990516;3.2947008554078983E10;15167.034478627556;0.8123043366396053;9.089276609129303;0.27526976675910225;-0.4394101774441979;11.467367417992035;0.0;8.458127892653438E13;0.44639356057601753;48.5692957997301;
0.011815296299749992;624.7206659336038;73547.23206766079;3.2973172620416897E10;15162.95738067547;0.8077078337414665;9.083975916818446;0.2725351601906815;-0.45315642287753966;11.48056109976054;0.0;8.456746569063975E13;0.44674722929255395;48.55090300275927;
